FID,gemeindeschluessel,strassenschluessel,strasse
strassennamen.fid--3213a59_187b3d87864_3c75,5334002,2035,Burtscheider Markt
strassennamen.fid--3213a59_187b3d87864_3c76,5334002,2037,Erzbergerallee
strassennamen.fid--3213a59_187b3d87864_3c77,5334002,2039,Eupener Straße
strassennamen.fid--3213a59_187b3d87864_3c78,5334002,2041,Franzstraße
strassennamen.fid--3213a59_187b3d87864_3c79,5334002,2043,Gneisenaustraße
strassennamen.fid--3213a59_187b3d87864_3c7a,5334002,2045,Grüner Weg
strassennamen.fid--3213a59_187b3d87864_3c7b,5334002,2047,Hauptstraße
strassennamen.fid--3213a59_187b3d87864_3c7c,5334002,2049,Heinrichsallee
strassennamen.fid--3213a59_187b3d87864_3c7d,5334002,2051,Hohenstaufenallee
strassennamen.fid--3213a59_187b3d87864_3c7e,5334002,2053,Jakobstraße
strassennamen.fid--3213a59_187b3d87864_3c7f,5334002,2055,Joseph-von-Görres-Straße
strassennamen.fid--3213a59_187b3d87864_3c80,5334002,2058,Jülicher Straße
strassennamen.fid--3213a59_187b3d87864_3c81,5334002,2063,Kasinostraße
strassennamen.fid--3213a59_187b3d87864_3c82,5334002,2065,Katharinenstraße
strassennamen.fid--3213a59_187b3d87864_3c83,5334002,2067,Krefelder Straße
strassennamen.fid--3213a59_187b3d87864_3c84,5334002,2070,Kronenberg
strassennamen.fid--3213a59_187b3d87864_3c85,5334002,2072,Krugenofen
strassennamen.fid--3213a59_187b3d87864_3c86,5334002,2076,Lochnerstraße
strassennamen.fid--3213a59_187b3d87864_3c87,5334002,2078,Lothringerstraße
strassennamen.fid--3213a59_187b3d87864_3c88,5334002,2080,Ludwigsallee
strassennamen.fid--3213a59_187b3d87864_3c89,5334002,2082,Lütticher Straße
strassennamen.fid--3213a59_187b3d87864_3c8a,5334002,2085,Luisenstraße
strassennamen.fid--3213a59_187b3d87864_3c8b,5334002,2087,Maria-Theresia-Allee
strassennamen.fid--3213a59_187b3d87864_3c8c,5334002,2089,Melatener Straße
strassennamen.fid--3213a59_187b3d87864_3c8d,5334002,2091,Monschauer Straße
strassennamen.fid--3213a59_187b3d87864_3c8e,5334002,2095,Ottostraße
strassennamen.fid--3213a59_187b3d87864_3c8f,5334002,2097,Passstraße
strassennamen.fid--3213a59_187b3d87864_3c90,5334002,2099,Peliserkerstraße
strassennamen.fid--3213a59_187b3d87864_3c91,5334002,2101,Pontstraße
strassennamen.fid--3213a59_187b3d87864_3c92,5334002,2105,Reinhardstraße
strassennamen.fid--3213a59_187b3d87864_3c93,5334002,2107,Reumontstraße
strassennamen.fid--3213a59_187b3d87864_3c94,5334002,2109,Rochusstraße
strassennamen.fid--3213a59_187b3d87864_3c95,5334002,2111,Rolandstraße
strassennamen.fid--3213a59_187b3d87864_3c96,5334002,2115,Rudolfstraße
strassennamen.fid--3213a59_187b3d87864_3c97,5334002,2117,Sedanstraße
strassennamen.fid--3213a59_187b3d87864_3c98,5334002,2119,Stolberger Straße
strassennamen.fid--3213a59_187b3d87864_3c99,5334002,2121,Templergraben
strassennamen.fid--3213a59_187b3d87864_3c9a,5334002,2123,Trierer Straße
strassennamen.fid--3213a59_187b3d87864_3c9b,5334002,2126,Turmstraße
strassennamen.fid--3213a59_187b3d87864_3c9c,5334002,2128,Turpinstraße
strassennamen.fid--3213a59_187b3d87864_3c9d,5334002,2130,Vaalser Straße
strassennamen.fid--3213a59_187b3d87864_3c9e,5334002,2132,Viktoriastraße
strassennamen.fid--3213a59_187b3d87864_3c9f,5334002,2135,Zeppelinstraße
strassennamen.fid--3213a59_187b3d87864_3ca0,5334002,2137,Pariser Ring
strassennamen.fid--3213a59_187b3d87864_3ca1,5334002,2141,An der Nikolauskirche
strassennamen.fid--3213a59_187b3d87864_3ca2,5334002,2147,Trautnerstraße
strassennamen.fid--3213a59_187b3d87864_3ca3,5334002,2148,Hoffmannallee
strassennamen.fid--3213a59_187b3d87864_3ca4,5334002,2201,Hexenberg
strassennamen.fid--3213a59_187b3d87864_3ca5,5334002,2202,Maastrichter Straße
strassennamen.fid--3213a59_187b3d87864_3ca6,5334002,2203,Merkesdellweg
strassennamen.fid--3213a59_187b3d87864_3ca7,5334002,2204,Stachelkreuzweg
strassennamen.fid--3213a59_187b3d87864_3ca8,5334002,2205,Dornbruchweg
strassennamen.fid--3213a59_187b3d87864_3ca9,5334002,2206,Brückchenweg
strassennamen.fid--3213a59_187b3d87864_3caa,5334002,2207,Büfferweg
strassennamen.fid--3213a59_187b3d87864_3cab,5334002,2208,Jacques-Königstein-Promenade
strassennamen.fid--3213a59_187b3d87864_3cac,5334002,2209,Segnistraße
strassennamen.fid--3213a59_187b3d87864_3cad,5334002,2210,Rahrfeldweg
strassennamen.fid--3213a59_187b3d87864_3cae,5334002,2211,Siederstraße
strassennamen.fid--3213a59_187b3d87864_3caf,5334002,2212,Wilmersdorfer Straße
strassennamen.fid--3213a59_187b3d87864_3cb0,5334002,2213,Lotharstraße
strassennamen.fid--3213a59_187b3d87864_3cb1,5334002,2214,Tempelhofer Straße
strassennamen.fid--3213a59_187b3d87864_3cb2,5334002,2215,Ritterstraße
strassennamen.fid--3213a59_187b3d87864_3cb3,5334002,2216,Herderstraße
strassennamen.fid--3213a59_187b3d87864_3cb4,5334002,2217,Monnetweg
strassennamen.fid--3213a59_187b3d87864_3cb5,5334002,2218,Lukasstraße
strassennamen.fid--3213a59_187b3d87864_3cb6,5334002,2219,Hermann-Heusch-Platz
strassennamen.fid--3213a59_187b3d87864_3cb7,5334002,2220,Emmi-Welter-Straße
strassennamen.fid--3213a59_187b3d87864_3cb8,5334002,2221,Madrider Ring
strassennamen.fid--3213a59_187b3d87864_3cb9,5334002,2222,Goldammerweg
strassennamen.fid--3213a59_187b3d87864_3cba,5334002,2223,Wolfsschluchtweg
strassennamen.fid--3213a59_187b3d87864_3cbb,5334002,2224,Kuckhoffstraße
strassennamen.fid--3213a59_187b3d87864_3cbc,5334002,2225,Synagogenplatz
strassennamen.fid--3213a59_187b3d87864_3cbd,5334002,2226,Drei-Rosen-Winkel
strassennamen.fid--3213a59_187b3d87864_3cbe,5334002,2227,Brandenburgweg
strassennamen.fid--3213a59_187b3d87864_3cbf,5334002,2228,Philipsstraße
strassennamen.fid--3213a59_187b3d87864_3cc0,5334002,2229,Eckertweg
strassennamen.fid--3213a59_187b3d87864_3cc1,5334002,2230,Aachener-und-Münchener-Allee
strassennamen.fid--3213a59_187b3d87864_3cc2,5334002,2231,Mattschö-Moll-Weg
strassennamen.fid--3213a59_187b3d87864_3cc3,5334002,2232,Anton-Kurze-Allee
strassennamen.fid--3213a59_187b3d87864_3cc4,5334002,2233,Goffartstraße
strassennamen.fid--3213a59_187b3d87864_3cc5,5334002,2234,Professor-Beltz-Weg
strassennamen.fid--3213a59_187b3d87864_3cc6,5334002,2235,Johannes-Ernst-Platz
strassennamen.fid--3213a59_187b3d87864_3cc7,5334002,2236,Rudolf-Schwarz-Weg
strassennamen.fid--3213a59_187b3d87864_3cc8,5334002,2237,Willy-Brandt-Platz
strassennamen.fid--3213a59_187b3d87864_3cc9,5334002,2238,Bischof-Hemmerle-Weg
strassennamen.fid--3213a59_187b3d87864_3cca,5334002,2239,Anna-Sittarz-Platz
strassennamen.fid--3213a59_187b3d87864_3ccb,5334002,2240,Ungarnplatz
strassennamen.fid--3213a59_187b3d87864_3ccc,5334002,2241,Bastogne City
strassennamen.fid--3213a59_187b3d87864_3ccd,5334002,2242,Elsternweg
strassennamen.fid--3213a59_187b3d87864_3cce,5334002,2243,Heinrich-Hollands-Straße
strassennamen.fid--3213a59_187b3d87864_3ccf,5334002,2244,Hans-Stercken-Platz
strassennamen.fid--3213a59_187b3d87864_3cd0,5334002,2245,Hans-von-Reutlingen-Gasse
strassennamen.fid--3213a59_187b3d87864_3cd1,5334002,2246,Alter Posthof
strassennamen.fid--3213a59_187b3d87864_3cd2,5334002,2247,Johannes-Paul-II.-Straße
strassennamen.fid--3213a59_187b3d87864_3cd3,5334002,2248,An der Glashütte
strassennamen.fid--3213a59_187b3d87864_3cd4,5334002,2501,Arensgasse
strassennamen.fid--3213a59_187b3d87864_3cd5,5334002,2502,Rindsbergweg
strassennamen.fid--3213a59_187b3d87864_3cd6,5334002,2503,Am Forsthaus
strassennamen.fid--3213a59_187b3d87864_3cd7,5334002,2504,Sigsfeldstraße
strassennamen.fid--3213a59_187b3d87864_3cd8,5334002,2505,Am Hoerfeld
strassennamen.fid--3213a59_187b3d87864_3cd9,5334002,2506,Am Pannes
strassennamen.fid--3213a59_187b3d87864_3cda,5334002,2507,Am Rollefer Berg
strassennamen.fid--3213a59_187b3d87864_3cdb,5334002,2509,Brander Heide
strassennamen.fid--3213a59_187b3d87864_3cdc,5334002,2510,Auf der Ell
strassennamen.fid--3213a59_187b3d87864_3cdd,5334002,2514,Birkenstraße
strassennamen.fid--3213a59_187b3d87864_3cde,5334002,2515,Buchenheck
strassennamen.fid--3213a59_187b3d87864_3cdf,5334002,2516,Buschstraße
strassennamen.fid--3213a59_187b3d87864_3ce0,5334002,2517,Deltourserb
strassennamen.fid--3213a59_187b3d87864_3ce1,5334002,2518,Donatusstraße
strassennamen.fid--3213a59_187b3d87864_3ce2,5334002,2519,Dr.-Josef-Lamby-Straße
strassennamen.fid--3213a59_187b3d87864_3ce3,5334002,2520,Eckenerstraße
strassennamen.fid--3213a59_187b3d87864_3ce4,5334002,2521,Eilendorfer Straße
strassennamen.fid--3213a59_187b3d87864_3ce5,5334002,2522,Ellerstraße
strassennamen.fid--3213a59_187b3d87864_3ce6,5334002,2523,Erberichshofstraße
strassennamen.fid--3213a59_187b3d87864_3ce7,5334002,2524,Erftstraße
strassennamen.fid--3213a59_187b3d87864_3ce8,5334002,2525,Freunder Heideweg
strassennamen.fid--3213a59_187b3d87864_3ce9,5334002,2526,Röhrigstraße
strassennamen.fid--3213a59_187b3d87864_3cea,5334002,2527,Goertzbrunnstraße
strassennamen.fid--3213a59_187b3d87864_3ceb,5334002,2528,Jackstraße
strassennamen.fid--3213a59_187b3d87864_3cec,5334002,2529,Grachtstraße
strassennamen.fid--3213a59_187b3d87864_3ced,5334002,2531,Heidestraße
strassennamen.fid--3213a59_187b3d87864_3cee,5334002,2532,Hermann-Löns-Straße
strassennamen.fid--3213a59_187b3d87864_3cef,5334002,2533,Hochstraße
strassennamen.fid--3213a59_187b3d87864_3cf0,5334002,2534,Hubertusweg
strassennamen.fid--3213a59_187b3d87864_3cf1,5334002,2535,Im Brander Feld
strassennamen.fid--3213a59_187b3d87864_3cf2,5334002,2536,Im Tannengrund
strassennamen.fid--3213a59_187b3d87864_3cf3,5334002,2537,Im Wiesengrund
strassennamen.fid--3213a59_187b3d87864_3cf4,5334002,2538,In den Heimstätten
strassennamen.fid--3213a59_187b3d87864_3cf5,5334002,2539,Jägerspfad
strassennamen.fid--3213a59_187b3d87864_3cf6,5334002,2540,Josefsallee
strassennamen.fid--3213a59_187b3d87864_3cf7,5334002,2542,Karl-Kuck-Straße
strassennamen.fid--3213a59_187b3d87864_3cf8,5334002,2543,Katzensteinweg
strassennamen.fid--3213a59_187b3d87864_3cf9,5334002,2544,Kirchheidstraße
strassennamen.fid--3213a59_187b3d87864_3cfa,5334002,2545,Donatusplatz
strassennamen.fid--3213a59_187b3d87864_3cfb,5334002,2546,Kleinbahnstraße
strassennamen.fid--3213a59_187b3d87864_3cfc,5334002,2547,Kolpingstraße
strassennamen.fid--3213a59_187b3d87864_3cfd,5334002,2548,Komericher Weg
strassennamen.fid--3213a59_187b3d87864_3cfe,5334002,2549,Krauthausener Straße
strassennamen.fid--3213a59_187b3d87864_3cff,5334002,2550,Marktplatz
strassennamen.fid--3213a59_187b3d87864_3d00,5334002,2551,Marktstraße
strassennamen.fid--3213a59_187b3d87864_3d01,5334002,2553,Niederforstbacher Straße
strassennamen.fid--3213a59_187b3d87864_3d02,5334002,2554,Nordstraße
strassennamen.fid--3213a59_187b3d87864_3d03,5334002,2555,Pützgasse
strassennamen.fid--3213a59_187b3d87864_3d04,5334002,2556,Richard-Wagner-Straße
strassennamen.fid--3213a59_187b3d87864_3d05,5334002,2557,Ringstraße
strassennamen.fid--3213a59_187b3d87864_3d06,5334002,2558,Rollefstraße
strassennamen.fid--3213a59_187b3d87864_3d07,5334002,2559,Sebastianusweg
strassennamen.fid--3213a59_187b3d87864_3d08,5334002,2560,Brahmsstraße
strassennamen.fid--3213a59_187b3d87864_3d09,5334002,2561,Schroufstraße
strassennamen.fid--3213a59_187b3d87864_3d0a,5334002,2562,Rollefbachweg
strassennamen.fid--3213a59_187b3d87864_3d0b,5334002,2563,Freunder Landstraße
strassennamen.fid--3213a59_187b3d87864_3d0c,5334002,2566,Vennblick
strassennamen.fid--3213a59_187b3d87864_3d0d,5334002,2567,Vinzenzstraße
strassennamen.fid--3213a59_187b3d87864_3d0e,5334002,2568,Weiern
strassennamen.fid--3213a59_187b3d87864_3d0f,5334002,2569,Wendelinstraße
strassennamen.fid--3213a59_187b3d87864_3d10,5334002,2570,Wolferskaul
strassennamen.fid--3213a59_187b3d87864_3d11,5334002,2571,Zehntstraße
strassennamen.fid--3213a59_187b3d87864_3d12,5334002,2572,Am Reulert
strassennamen.fid--3213a59_187b3d87864_3d13,5334002,2573,Georgstraße
strassennamen.fid--3213a59_187b3d87864_3d14,5334002,2574,Albert-Schweitzer-Straße
strassennamen.fid--3213a59_187b3d87864_3d15,5334002,2575,Indeweg
strassennamen.fid--3213a59_187b3d87864_3d16,5334002,2576,Am Finkenschlag
strassennamen.fid--3213a59_187b3d87864_3d17,5334002,2577,Amselweg
strassennamen.fid--3213a59_187b3d87864_3d18,5334002,2578,Am Tiergarten
strassennamen.fid--3213a59_187b3d87864_3d19,5334002,2580,Benediktusstraße
strassennamen.fid--3213a59_187b3d87864_3d1a,5334002,2581,Drosselpfad
strassennamen.fid--3213a59_187b3d87864_3d1b,5334002,2582,Eschenallee
strassennamen.fid--3213a59_187b3d87864_3d1c,5334002,2583,Fuchspfad
strassennamen.fid--3213a59_187b3d87864_3d1d,5334002,2585,Hamsterweg
strassennamen.fid--3213a59_187b3d87864_3d1e,5334002,2587,Wolfsacker
strassennamen.fid--3213a59_187b3d87864_3d1f,5334002,2588,Eichelhäherweg
strassennamen.fid--3213a59_187b3d87864_3d20,5334002,2590,Im Kollenbruch
strassennamen.fid--3213a59_187b3d87864_3d21,5334002,2591,Im Krähenfeld
strassennamen.fid--3213a59_187b3d87864_3d22,5334002,2592,Kitzenpfad
strassennamen.fid--3213a59_187b3d87864_3d23,5334002,2594,Wirtzstraße
strassennamen.fid--3213a59_187b3d87864_3d24,5334002,2595,Bonhoefferstraße
strassennamen.fid--3213a59_187b3d87864_3d25,5334002,2596,Zehntweg
strassennamen.fid--3213a59_187b3d87864_3d26,5334002,2597,Walkweg
strassennamen.fid--3213a59_187b3d87864_3d27,5334002,2598,Starenweg
strassennamen.fid--3213a59_187b3d87864_3d28,5334002,2601,Ulmenstraße
strassennamen.fid--3213a59_187b3d87864_3d29,5334002,2602,Am Bach
strassennamen.fid--3213a59_187b3d87864_3d2a,5334002,2603,Am Bayerhaus
strassennamen.fid--3213a59_187b3d87864_3d2b,5334002,2604,Am Bongard
strassennamen.fid--3213a59_187b3d87864_3d2c,5334002,2606,Debyestraße
strassennamen.fid--3213a59_187b3d87864_3d2d,5334002,2607,Am Tunnel
strassennamen.fid--3213a59_187b3d87864_3d2e,5334002,2608,Urbanstraße
strassennamen.fid--3213a59_187b3d87864_3d2f,5334002,2610,Apolloniastraße
strassennamen.fid--3213a59_187b3d87864_3d30,5334002,2612,Auf dem Foerbrich
strassennamen.fid--3213a59_187b3d87864_3d31,5334002,2613,Auf dem Juch
strassennamen.fid--3213a59_187b3d87864_3d32,5334002,2614,Hansmannstraße
strassennamen.fid--3213a59_187b3d87864_3d33,5334002,2615,Birkstraße
strassennamen.fid--3213a59_187b3d87864_3d34,5334002,2616,Brander Straße
strassennamen.fid--3213a59_187b3d87864_3d35,5334002,2618,Brückstraße
strassennamen.fid--3213a59_187b3d87864_3d36,5334002,2620,Bruchstraße
strassennamen.fid--3213a59_187b3d87864_3d37,5334002,2623,Forster Straße
strassennamen.fid--3213a59_187b3d87864_3d38,5334002,2625,Freunder Straße
strassennamen.fid--3213a59_187b3d87864_3d39,5334002,2626,Friedrich-Wilhelm-Straße
strassennamen.fid--3213a59_187b3d87864_3d3a,5334002,2627,Galmeistraße
strassennamen.fid--3213a59_187b3d87864_3d3b,5334002,2628,Grubenstraße
strassennamen.fid--3213a59_187b3d87864_3d3c,5334002,2630,Gut Weide
strassennamen.fid--3213a59_187b3d87864_3d3d,5334002,2633,Haarhofstraße
strassennamen.fid--3213a59_187b3d87864_3d3e,5334002,2634,Halfendriesch
strassennamen.fid--3213a59_187b3d87864_3d3f,5334002,2635,Heckstraße
strassennamen.fid--3213a59_187b3d87864_3d40,5334002,2636,Betzelterstraße
strassennamen.fid--3213a59_187b3d87864_3d41,5334002,2637,Herrenbergstraße
strassennamen.fid--3213a59_187b3d87864_3d42,5334002,2638,Kalkbergstraße
strassennamen.fid--3213a59_187b3d87864_3d43,5334002,2639,Im Ellerbruch
strassennamen.fid--3213a59_187b3d87864_3d44,5334002,2640,Johannesstraße
strassennamen.fid--3213a59_187b3d87864_3d45,5334002,2641,Josefstraße
strassennamen.fid--3213a59_187b3d87864_3d46,5334002,2642,Kaiserstraße
strassennamen.fid--3213a59_187b3d87864_3d47,5334002,2643,Apolloniaweg
strassennamen.fid--3213a59_187b3d87864_3d48,5334002,2644,Karlstraße
strassennamen.fid--3213a59_187b3d87864_3d49,5334002,2646,Kirchplatz
strassennamen.fid--3213a59_187b3d87864_3d4a,5334002,2647,Kirchfeldstraße
strassennamen.fid--3213a59_187b3d87864_3d4b,5334002,2648,Kehrbrückstraße
strassennamen.fid--3213a59_187b3d87864_3d4c,5334002,2649,Krebsstraße
strassennamen.fid--3213a59_187b3d87864_3d4d,5334002,2650,Müselterweg
strassennamen.fid--3213a59_187b3d87864_3d4e,5334002,2651,Lindenstraße
strassennamen.fid--3213a59_187b3d87864_3d4f,5334002,2652,Marienstraße
strassennamen.fid--3213a59_187b3d87864_3d50,5334002,2653,Markusstraße
strassennamen.fid--3213a59_187b3d87864_3d51,5334002,2654,Moritz-Braun-Straße
strassennamen.fid--3213a59_187b3d87864_3d52,5334002,2655,Cäcilienstraße
strassennamen.fid--3213a59_187b3d87864_3d53,5334002,2656,Nirmer Platz
strassennamen.fid--3213a59_187b3d87864_3d54,5334002,2657,Neuenhofstraße
strassennamen.fid--3213a59_187b3d87864_3d55,5334002,2658,Rödgerbachstraße
strassennamen.fid--3213a59_187b3d87864_3d56,5334002,2659,Nirmer Straße
strassennamen.fid--3213a59_187b3d87864_3d57,5334002,2661,Halfenstraße
strassennamen.fid--3213a59_187b3d87864_3d58,5334002,2662,Schlackstraße
strassennamen.fid--3213a59_187b3d87864_3d59,5334002,2663,Breitbendenstraße
strassennamen.fid--3213a59_187b3d87864_3d5a,5334002,2664,Rödgener Straße
strassennamen.fid--3213a59_187b3d87864_3d5b,5334002,2666,Schilderstraße
strassennamen.fid--3213a59_187b3d87864_3d5c,5334002,2667,Kleebachstraße
strassennamen.fid--3213a59_187b3d87864_3d5d,5334002,2668,Schulstraße
strassennamen.fid--3213a59_187b3d87864_3d5e,5334002,2669,Severinstraße
strassennamen.fid--3213a59_187b3d87864_3d5f,5334002,2670,Stapperstraße
strassennamen.fid--3213a59_187b3d87864_3d60,5334002,2671,Steinstraße
strassennamen.fid--3213a59_187b3d87864_3d61,5334002,2672,Kirchweidweg
strassennamen.fid--3213a59_187b3d87864_3d62,5334002,2673,Stollenweg
strassennamen.fid--3213a59_187b3d87864_3d63,5334002,2674,Von-Coels-Straße
strassennamen.fid--3213a59_187b3d87864_3d64,5334002,2675,Von-Stauffenberg-Straße
strassennamen.fid--3213a59_187b3d87864_3d65,5334002,2676,Wamichstraße
strassennamen.fid--3213a59_187b3d87864_3d66,5334002,2678,Suttnerstraße
strassennamen.fid--3213a59_187b3d87864_3d67,5334002,2680,Brühlstraße
strassennamen.fid--3213a59_187b3d87864_3d68,5334002,2685,Prunkweg
strassennamen.fid--3213a59_187b3d87864_3d69,5334002,2690,Auf Trimpersfeld
strassennamen.fid--3213a59_187b3d87864_3d6a,5334002,2691,Kirchgässchen
strassennamen.fid--3213a59_187b3d87864_3d6b,5334002,2692,Scheidmühlenweg
strassennamen.fid--3213a59_187b3d87864_3d6c,5334002,2694,Johanneswinkel
strassennamen.fid--3213a59_187b3d87864_3d6d,5334002,2695,Schubertstraße
strassennamen.fid--3213a59_187b3d87864_3d6e,5334002,2696,Hahnweg
strassennamen.fid--3213a59_187b3d87864_3d6f,5334002,2697,Zieglerstraße
strassennamen.fid--3213a59_187b3d87864_3d70,5334002,2702,Am Brombeerhang
strassennamen.fid--3213a59_187b3d87864_3d71,5334002,2703,Am Kreuz
strassennamen.fid--3213a59_187b3d87864_3d72,5334002,2704,Am Schlossteich
strassennamen.fid--3213a59_187b3d87864_3d73,5334002,2705,Am Schönauer Acker
strassennamen.fid--3213a59_187b3d87864_3d74,5334002,2706,Schönauer Bach
strassennamen.fid--3213a59_187b3d87864_3d75,5334002,2707,Am Schönauer Hang
strassennamen.fid--3213a59_187b3d87864_3d76,5334002,2708,Am Sonnenlehen
strassennamen.fid--3213a59_187b3d87864_3d77,5334002,2709,An der Vorburg
strassennamen.fid--3213a59_187b3d87864_3d78,5334002,2710,Auf der Schönauer Höhe
strassennamen.fid--3213a59_187b3d87864_3d79,5334002,2711,Amstelbachstraße
strassennamen.fid--3213a59_187b3d87864_3d7a,5334002,2712,Banker-Feld-Straße
strassennamen.fid--3213a59_187b3d87864_3d7b,5334002,2713,Berensberger Straße
strassennamen.fid--3213a59_187b3d87864_3d7c,5334002,2714,Berensberger Winkel
strassennamen.fid--3213a59_187b3d87864_3d7d,5334002,2715,Butzweide
strassennamen.fid--3213a59_187b3d87864_3d7e,5334002,2716,Fassinstraße
strassennamen.fid--3213a59_187b3d87864_3d7f,5334002,2717,Freiherrenstraße
strassennamen.fid--3213a59_187b3d87864_3d80,5334002,2718,Schreberstraße
strassennamen.fid--3213a59_187b3d87864_3d81,5334002,2719,Gierstraße
strassennamen.fid--3213a59_187b3d87864_3d82,5334002,2720,Pützdriesch
strassennamen.fid--3213a59_187b3d87864_3d83,5334002,2721,Grünenthal
strassennamen.fid--3213a59_187b3d87864_3d84,5334002,2722,Grünenthaler Straße
strassennamen.fid--3213a59_187b3d87864_3d85,5334002,2723,Dellstraße
strassennamen.fid--3213a59_187b3d87864_3d86,5334002,2724,Richtericher Straße
strassennamen.fid--3213a59_187b3d87864_3d87,5334002,2725,Hander Weg
strassennamen.fid--3213a59_187b3d87864_3d88,5334002,2726,Hasenwaldstraße
strassennamen.fid--3213a59_187b3d87864_3d89,5334002,2727,Siebweg
strassennamen.fid--3213a59_187b3d87864_3d8a,5334002,2729,Elsenborn
strassennamen.fid--3213a59_187b3d87864_3d8b,5334002,2730,Horbacher Straße
strassennamen.fid--3213a59_187b3d87864_3d8c,5334002,2732,Im Erkfeld
strassennamen.fid--3213a59_187b3d87864_3d8d,5334002,2733,In der Heide
strassennamen.fid--3213a59_187b3d87864_3d8e,5334002,2734,In der Schönauer Aue
strassennamen.fid--3213a59_187b3d87864_3d8f,5334002,2735,Josef-Ponten-Straße
strassennamen.fid--3213a59_187b3d87864_3d90,5334002,2738,Küppershofweg
strassennamen.fid--3213a59_187b3d87864_3d91,5334002,2739,Tittardsfeld
strassennamen.fid--3213a59_187b3d87864_3d92,5334002,2740,Martinusstraße
strassennamen.fid--3213a59_187b3d87864_3d93,5334002,2741,Parkstraße
strassennamen.fid--3213a59_187b3d87864_3d94,5334002,2742,Rathausplatz
strassennamen.fid--3213a59_187b3d87864_3d95,5334002,2746,Schloss-Schönau-Straße
strassennamen.fid--3213a59_187b3d87864_3d96,5334002,2747,Schönauer Allee
strassennamen.fid--3213a59_187b3d87864_3d97,5334002,2748,Schönauer Pfad
strassennamen.fid--3213a59_187b3d87864_3d98,5334002,2749,Uersfeld
strassennamen.fid--3213a59_187b3d87864_3d99,5334002,2750,Vetschauer Weg
strassennamen.fid--3213a59_187b3d87864_3d9a,5334002,2751,Von-Broich-Straße
strassennamen.fid--3213a59_187b3d87864_3d9b,5334002,2752,Weinhauser Weid
strassennamen.fid--3213a59_187b3d87864_3d9c,5334002,2753,Weinweg
strassennamen.fid--3213a59_187b3d87864_3d9d,5334002,2754,Lehnsherrenstraße
strassennamen.fid--3213a59_187b3d87864_3d9e,5334002,2755,Bremenberg
strassennamen.fid--3213a59_187b3d87864_3d9f,5334002,2756,Forsterheider Straße
strassennamen.fid--3213a59_187b3d87864_3da0,5334002,2757,Haus-Heyden-Straße
strassennamen.fid--3213a59_187b3d87864_3da1,5334002,2760,Oberdorfstraße
strassennamen.fid--3213a59_187b3d87864_3da2,5334002,2761,Rosenstraße
strassennamen.fid--3213a59_187b3d87864_3da3,5334002,2762,Scherbstraße
strassennamen.fid--3213a59_187b3d87864_3da4,5334002,2763,Katschenbruchstraße
strassennamen.fid--3213a59_187b3d87864_3da5,5334002,2764,Wiesenweg
strassennamen.fid--3213a59_187b3d87864_3da6,5334002,2765,Bückerhofer Weg
strassennamen.fid--3213a59_187b3d87864_3da7,5334002,2766,Geuchter Weg
strassennamen.fid--3213a59_187b3d87864_3da8,5334002,2773,Fischweiher
strassennamen.fid--3213a59_187b3d87864_3da9,5334002,2774,Kohlweg
strassennamen.fid--3213a59_187b3d87864_3daa,5334002,2775,Alter Heerler Weg
strassennamen.fid--3213a59_187b3d87864_3dab,5334002,2776,Bocholtzer Weg
strassennamen.fid--3213a59_187b3d87864_3dac,5334002,2777,Dicker-Busch-Weg
strassennamen.fid--3213a59_187b3d87864_3dad,5334002,2778,Franzosenweg
strassennamen.fid--3213a59_187b3d87864_3dae,5334002,2779,Frohnrather Feldweg
strassennamen.fid--3213a59_187b3d87864_3daf,5334002,2780,Frohnrather Weg
strassennamen.fid--3213a59_187b3d87864_3db0,5334002,2781,Geuchter Feldweg
strassennamen.fid--3213a59_187b3d87864_3db1,5334002,2784,Heyder Feldweg
strassennamen.fid--3213a59_187b3d87864_3db2,5334002,2785,Katzenpolsweg
strassennamen.fid--3213a59_187b3d87864_3db3,5334002,2788,Pütz-Eich-Weg
strassennamen.fid--3213a59_187b3d87864_3db4,5334002,2789,Schelmshager Weg
strassennamen.fid--3213a59_187b3d87864_3db5,5334002,2790,Soreter Weg
strassennamen.fid--3213a59_187b3d87864_3db6,5334002,2791,Steinkauler Weg
strassennamen.fid--3213a59_187b3d87864_3db7,5334002,2792,Tute Patt
strassennamen.fid--3213a59_187b3d87864_3db8,5334002,2793,Uersfelder Fußpfad
strassennamen.fid--3213a59_187b3d87864_3db9,5334002,2795,Mühlenfeldweg
strassennamen.fid--3213a59_187b3d87864_3dba,5334002,2797,Erkwiesenstraße
strassennamen.fid--3213a59_187b3d87864_3dbb,5334002,2801,Ahornweg
strassennamen.fid--3213a59_187b3d87864_3dbc,5334002,2802,Am Burgberg
strassennamen.fid--3213a59_187b3d87864_3dbd,5334002,2803,Am Haarberg
strassennamen.fid--3213a59_187b3d87864_3dbe,5334002,2804,Am Kaninsberg
strassennamen.fid--3213a59_187b3d87864_3dbf,5334002,2805,Am Mühlenteich
strassennamen.fid--3213a59_187b3d87864_3dc0,5334002,2806,Am Ravelsberg
strassennamen.fid--3213a59_187b3d87864_3dc1,5334002,2807,Am Rosengarten
strassennamen.fid--3213a59_187b3d87864_3dc2,5334002,2808,Auf Überhaaren
strassennamen.fid--3213a59_187b3d87864_3dc3,5334002,2809,Haarener Gracht
