FID,gemeindeschluessel,strassenschluessel,strasse
strassennamen.fid--3213a59_187b3d87864_3dc4,5334002,2810,Birkenweg
strassennamen.fid--3213a59_187b3d87864_3dc5,5334002,2811,Buschfeldweg
strassennamen.fid--3213a59_187b3d87864_3dc6,5334002,2812,Würselener Straße
strassennamen.fid--3213a59_187b3d87864_3dc7,5334002,2813,Eichenstraße
strassennamen.fid--3213a59_187b3d87864_3dc8,5334002,2814,Haarbachtalstraße
strassennamen.fid--3213a59_187b3d87864_3dc9,5334002,2815,Eibenweg
strassennamen.fid--3213a59_187b3d87864_3dca,5334002,2816,Friedenstraße
strassennamen.fid--3213a59_187b3d87864_3dcb,5334002,2817,Hainbuchenweg
strassennamen.fid--3213a59_187b3d87864_3dcc,5334002,2818,Broichweidener Weg
strassennamen.fid--3213a59_187b3d87864_3dcd,5334002,2819,Alt-Haarener Straße
strassennamen.fid--3213a59_187b3d87864_3dce,5334002,2820,Heidchenweg
strassennamen.fid--3213a59_187b3d87864_3dcf,5334002,2821,Heimstraße
strassennamen.fid--3213a59_187b3d87864_3dd0,5334002,2822,Hergelsmühlenweg
strassennamen.fid--3213a59_187b3d87864_3dd1,5334002,2823,Burghöhenweg
strassennamen.fid--3213a59_187b3d87864_3dd2,5334002,2824,Hofenburger Straße
strassennamen.fid--3213a59_187b3d87864_3dd3,5334002,2825,In den Atzenbenden
strassennamen.fid--3213a59_187b3d87864_3dd4,5334002,2826,Hofenbornstraße
strassennamen.fid--3213a59_187b3d87864_3dd5,5334002,2827,Germanusstraße
strassennamen.fid--3213a59_187b3d87864_3dd6,5334002,2828,Kirchweg
strassennamen.fid--3213a59_187b3d87864_3dd7,5334002,2829,Kochstraße
strassennamen.fid--3213a59_187b3d87864_3dd8,5334002,2830,Gärtnerstraße
strassennamen.fid--3213a59_187b3d87864_3dd9,5334002,2831,Kreuzstraße
strassennamen.fid--3213a59_187b3d87864_3dda,5334002,2832,Laachgasse
strassennamen.fid--3213a59_187b3d87864_3ddb,5334002,2833,Lindenweg
strassennamen.fid--3213a59_187b3d87864_3ddc,5334002,2834,Bogenstraße
strassennamen.fid--3213a59_187b3d87864_3ddd,5334002,2835,Mühlenstraße
strassennamen.fid--3213a59_187b3d87864_3dde,5334002,2836,Hergelsbendenstraße
strassennamen.fid--3213a59_187b3d87864_3ddf,5334002,2837,Pappelweg
strassennamen.fid--3213a59_187b3d87864_3de0,5334002,2838,Reuterweg
strassennamen.fid--3213a59_187b3d87864_3de1,5334002,2839,Hochwaldweg
strassennamen.fid--3213a59_187b3d87864_3de2,5334002,2840,Sackgasse
strassennamen.fid--3213a59_187b3d87864_3de3,5334002,2842,Tonbrennerstraße
strassennamen.fid--3213a59_187b3d87864_3de4,5334002,2843,Akazienstraße
strassennamen.fid--3213a59_187b3d87864_3de5,5334002,2844,Alte Würselener Straße
strassennamen.fid--3213a59_187b3d87864_3de6,5334002,2845,Am Berghang
strassennamen.fid--3213a59_187b3d87864_3de7,5334002,2846,Am Keilbusch
strassennamen.fid--3213a59_187b3d87864_3de8,5334002,2847,Gut-Knapp-Straße
strassennamen.fid--3213a59_187b3d87864_3de9,5334002,2848,An der Weide
strassennamen.fid--3213a59_187b3d87864_3dea,5334002,2849,Endstraße
strassennamen.fid--3213a59_187b3d87864_3deb,5334002,2850,Blumenstraße
strassennamen.fid--3213a59_187b3d87864_3dec,5334002,2851,Kahlgrachtstraße
strassennamen.fid--3213a59_187b3d87864_3ded,5334002,2852,Verlautenheidener Straße
strassennamen.fid--3213a59_187b3d87864_3dee,5334002,2853,Wambacher Straße
strassennamen.fid--3213a59_187b3d87864_3def,5334002,2854,Heckenweg
strassennamen.fid--3213a59_187b3d87864_3df0,5334002,2855,Im Hesselter
strassennamen.fid--3213a59_187b3d87864_3df1,5334002,2856,Im Reichswald
strassennamen.fid--3213a59_187b3d87864_3df2,5334002,2858,Pastoratsweg
strassennamen.fid--3213a59_187b3d87864_3df3,5334002,2859,Kleinheidstraße
strassennamen.fid--3213a59_187b3d87864_3df4,5334002,2860,Quinxer Straße
strassennamen.fid--3213a59_187b3d87864_3df5,5334002,2861,Heider-Hof-Weg
strassennamen.fid--3213a59_187b3d87864_3df6,5334002,2864,Kleinheider Weg
strassennamen.fid--3213a59_187b3d87864_3df7,5334002,2865,Türmchenweg
strassennamen.fid--3213a59_187b3d87864_3df8,5334002,2866,Verbindungsstraße
strassennamen.fid--3213a59_187b3d87864_3df9,5334002,2867,Waldstraße
strassennamen.fid--3213a59_187b3d87864_3dfa,5334002,2868,Weidener Viehweg
strassennamen.fid--3213a59_187b3d87864_3dfb,5334002,2876,Strangenhäuschen
strassennamen.fid--3213a59_187b3d87864_3dfc,5334002,2900,Ackerstraße
strassennamen.fid--3213a59_187b3d87864_3dfd,5334002,2901,Adele-Weidtman-Straße
strassennamen.fid--3213a59_187b3d87864_3dfe,5334002,2902,Alte Vaalser Straße
strassennamen.fid--3213a59_187b3d87864_3dff,5334002,2904,Am Büschchen
strassennamen.fid--3213a59_187b3d87864_3e00,5334002,2905,Tittardshang
strassennamen.fid--3213a59_187b3d87864_3e01,5334002,2906,Hofweg
strassennamen.fid--3213a59_187b3d87864_3e02,5334002,2907,Am Pannhaus
strassennamen.fid--3213a59_187b3d87864_3e03,5334002,2908,Am Rosenhügel
strassennamen.fid--3213a59_187b3d87864_3e04,5334002,2909,Am Weyenberg
strassennamen.fid--3213a59_187b3d87864_3e05,5334002,2910,Am Beulardstein
strassennamen.fid--3213a59_187b3d87864_3e06,5334002,2911,Schlossweiherstraße
strassennamen.fid--3213a59_187b3d87864_3e07,5334002,2912,An der Rahemühle
strassennamen.fid--3213a59_187b3d87864_3e08,5334002,2913,An der Rast
strassennamen.fid--3213a59_187b3d87864_3e09,5334002,2914,An der Schurzelter Brücke
strassennamen.fid--3213a59_187b3d87864_3e0a,5334002,2915,Am Treut
strassennamen.fid--3213a59_187b3d87864_3e0b,5334002,2916,Auf der Maar
strassennamen.fid--3213a59_187b3d87864_3e0c,5334002,2917,Walkmühlenstraße
strassennamen.fid--3213a59_187b3d87864_3e0d,5334002,2918,Dreiländerweg
strassennamen.fid--3213a59_187b3d87864_3e0e,5334002,2919,Orthstraße
strassennamen.fid--3213a59_187b3d87864_3e0f,5334002,2920,Albert-Servais-Allee
strassennamen.fid--3213a59_187b3d87864_3e10,5334002,2921,Bocholtzer Straße
strassennamen.fid--3213a59_187b3d87864_3e11,5334002,2922,Brunnenstraße
strassennamen.fid--3213a59_187b3d87864_3e12,5334002,2923,Buchenweg
strassennamen.fid--3213a59_187b3d87864_3e13,5334002,2924,Buchweg
strassennamen.fid--3213a59_187b3d87864_3e14,5334002,2925,Bungartsweg
strassennamen.fid--3213a59_187b3d87864_3e15,5334002,2926,Burgstraße
strassennamen.fid--3213a59_187b3d87864_3e16,5334002,2927,Burgwinkel
strassennamen.fid--3213a59_187b3d87864_3e17,5334002,2928,Beulardsteiner Feld
strassennamen.fid--3213a59_187b3d87864_3e18,5334002,2929,Diepekuhl
strassennamen.fid--3213a59_187b3d87864_3e19,5334002,2930,Düserhofstraße
strassennamen.fid--3213a59_187b3d87864_3e1a,5334002,2931,Eburonenstraße
strassennamen.fid--3213a59_187b3d87864_3e1b,5334002,2932,Eulersweg
strassennamen.fid--3213a59_187b3d87864_3e1c,5334002,2933,Ferberberg
strassennamen.fid--3213a59_187b3d87864_3e1d,5334002,2934,Finkenhag
strassennamen.fid--3213a59_187b3d87864_3e1e,5334002,2935,Hans-Böckler-Allee
strassennamen.fid--3213a59_187b3d87864_3e1f,5334002,2936,Nonnenhofstraße
strassennamen.fid--3213a59_187b3d87864_3e20,5334002,2939,Hangweg
strassennamen.fid--3213a59_187b3d87864_3e21,5334002,2940,Laurensberger Straße
strassennamen.fid--3213a59_187b3d87864_3e22,5334002,2941,Hochbrück
strassennamen.fid--3213a59_187b3d87864_3e23,5334002,2942,Hubert-Wienen-Straße
strassennamen.fid--3213a59_187b3d87864_3e24,5334002,2943,Hohlweg
strassennamen.fid--3213a59_187b3d87864_3e25,5334002,2944,Im Mittelfeld
strassennamen.fid--3213a59_187b3d87864_3e26,5334002,2945,Schurzelter Mühle
strassennamen.fid--3213a59_187b3d87864_3e27,5334002,2946,Im Purweider Feld
strassennamen.fid--3213a59_187b3d87864_3e28,5334002,2947,Im Ring
strassennamen.fid--3213a59_187b3d87864_3e29,5334002,2948,Im Weingarten
strassennamen.fid--3213a59_187b3d87864_3e2a,5334002,2949,Teichstraße
strassennamen.fid--3213a59_187b3d87864_3e2b,5334002,2950,Karl-Friedrich-Straße
strassennamen.fid--3213a59_187b3d87864_3e2c,5334002,2953,Konradstraße
strassennamen.fid--3213a59_187b3d87864_3e2d,5334002,2955,Kuhlweg
strassennamen.fid--3213a59_187b3d87864_3e2e,5334002,2956,Landgraben
strassennamen.fid--3213a59_187b3d87864_3e2f,5334002,2957,Laurentiusstraße
strassennamen.fid--3213a59_187b3d87864_3e30,5334002,2959,Lemierser Berg
strassennamen.fid--3213a59_187b3d87864_3e31,5334002,2963,Mittelstraße
strassennamen.fid--3213a59_187b3d87864_3e32,5334002,2964,Forellenweg
strassennamen.fid--3213a59_187b3d87864_3e33,5334002,2965,Neuenhofer Weg
strassennamen.fid--3213a59_187b3d87864_3e34,5334002,2966,Orsbacher Straße
strassennamen.fid--3213a59_187b3d87864_3e35,5334002,2967,Pannhauser Straße
strassennamen.fid--3213a59_187b3d87864_3e36,5334002,2968,Teichwinkel
strassennamen.fid--3213a59_187b3d87864_3e37,5334002,2969,Püngelerstraße
strassennamen.fid--3213a59_187b3d87864_3e38,5334002,2970,Purweider Weg
strassennamen.fid--3213a59_187b3d87864_3e39,5334002,2971,Quellenweg
strassennamen.fid--3213a59_187b3d87864_3e3a,5334002,2972,Rastfeldchen
strassennamen.fid--3213a59_187b3d87864_3e3b,5334002,2973,Rathausstraße
strassennamen.fid--3213a59_187b3d87864_3e3c,5334002,2974,Reutershagweg
strassennamen.fid--3213a59_187b3d87864_3e3d,5334002,2975,Wildbachstraße
strassennamen.fid--3213a59_187b3d87864_3e3e,5334002,2977,Rotbusch
strassennamen.fid--3213a59_187b3d87864_3e3f,5334002,2979,Schlossparkstraße
strassennamen.fid--3213a59_187b3d87864_3e40,5334002,2980,Schloss-Rahe-Straße
strassennamen.fid--3213a59_187b3d87864_3e41,5334002,2981,Schlottfelder Straße
strassennamen.fid--3213a59_187b3d87864_3e42,5334002,2982,Schmiedgasse
strassennamen.fid--3213a59_187b3d87864_3e43,5334002,2984,Keltenstraße
strassennamen.fid--3213a59_187b3d87864_3e44,5334002,2985,Schurzelter Straße
strassennamen.fid--3213a59_187b3d87864_3e45,5334002,2986,Seffenter Berg
strassennamen.fid--3213a59_187b3d87864_3e46,5334002,2990,Sonnenweg
strassennamen.fid--3213a59_187b3d87864_3e47,5334002,2991,Strüverweg
strassennamen.fid--3213a59_187b3d87864_3e48,5334002,2992,Süsterau
strassennamen.fid--3213a59_187b3d87864_3e49,5334002,2993,Talbothof
strassennamen.fid--3213a59_187b3d87864_3e4a,5334002,2997,Vetschauer Berg
strassennamen.fid--3213a59_187b3d87864_3e4b,5334002,2998,Vetschauer Straße
strassennamen.fid--3213a59_187b3d87864_3e4c,5334002,3001,Brunnenweg
strassennamen.fid--3213a59_187b3d87864_3e4d,5334002,3003,Zum Blauen Stein
strassennamen.fid--3213a59_187b3d87864_3e4e,5334002,3010,Sandweg
strassennamen.fid--3213a59_187b3d87864_3e4f,5334002,3012,Fitzeberg
strassennamen.fid--3213a59_187b3d87864_3e50,5334002,3013,Geusenweg
strassennamen.fid--3213a59_187b3d87864_3e51,5334002,3014,Grensstraat
strassennamen.fid--3213a59_187b3d87864_3e52,5334002,3015,Senserbachweg
strassennamen.fid--3213a59_187b3d87864_3e53,5334002,3016,Steppenbergweg
strassennamen.fid--3213a59_187b3d87864_3e54,5334002,3017,Hausener Gasse
strassennamen.fid--3213a59_187b3d87864_3e55,5334002,3018,Herzogsweg
strassennamen.fid--3213a59_187b3d87864_3e56,5334002,3019,Ochsenstock
strassennamen.fid--3213a59_187b3d87864_3e57,5334002,3021,Rohrbergweg
strassennamen.fid--3213a59_187b3d87864_3e58,5334002,3023,Schiefdell
strassennamen.fid--3213a59_187b3d87864_3e59,5334002,3024,Schlangenweg
strassennamen.fid--3213a59_187b3d87864_3e5a,5334002,3025,Silberpatweg
strassennamen.fid--3213a59_187b3d87864_3e5b,5334002,3028,Halifaxstraße
strassennamen.fid--3213a59_187b3d87864_3e5c,5334002,3029,Kohlscheider Straße
strassennamen.fid--3213a59_187b3d87864_3e5d,5334002,3101,Napoleonsberg
strassennamen.fid--3213a59_187b3d87864_3e5e,5334002,3102,Abteigarten
strassennamen.fid--3213a59_187b3d87864_3e5f,5334002,3103,Alfons-Gerson-Straße
strassennamen.fid--3213a59_187b3d87864_3e60,5334002,3104,Am Berg
strassennamen.fid--3213a59_187b3d87864_3e61,5334002,3105,Antoniusberg
strassennamen.fid--3213a59_187b3d87864_3e62,5334002,3106,Auf dem Anger
strassennamen.fid--3213a59_187b3d87864_3e63,5334002,3107,Auf der Gallich
strassennamen.fid--3213a59_187b3d87864_3e64,5334002,3108,Benediktinerweg
strassennamen.fid--3213a59_187b3d87864_3e65,5334002,3109,Benediktusplatz
strassennamen.fid--3213a59_187b3d87864_3e66,5334002,3110,Bilstermühler Straße
strassennamen.fid--3213a59_187b3d87864_3e67,5334002,3111,Braunebusch
strassennamen.fid--3213a59_187b3d87864_3e68,5334002,3112,Breiniger Straße
strassennamen.fid--3213a59_187b3d87864_3e69,5334002,3113,Korneliusstraße
strassennamen.fid--3213a59_187b3d87864_3e6a,5334002,3114,Cyprianusweg
strassennamen.fid--3213a59_187b3d87864_3e6b,5334002,3115,Dorffer Straße
strassennamen.fid--3213a59_187b3d87864_3e6c,5334002,3116,Eurensteg
strassennamen.fid--3213a59_187b3d87864_3e6d,5334002,3118,Frankensteg
strassennamen.fid--3213a59_187b3d87864_3e6e,5334002,3119,Fronhofer Weg
strassennamen.fid--3213a59_187b3d87864_3e6f,5334002,3120,Schildchenweg
strassennamen.fid--3213a59_187b3d87864_3e70,5334002,3121,Iternberg
strassennamen.fid--3213a59_187b3d87864_3e71,5334002,3122,Gangolfsweg
strassennamen.fid--3213a59_187b3d87864_3e72,5334002,3123,In der Lohn
strassennamen.fid--3213a59_187b3d87864_3e73,5334002,3124,Kapellenberg
strassennamen.fid--3213a59_187b3d87864_3e74,5334002,3127,Klauser Straße
strassennamen.fid--3213a59_187b3d87864_3e75,5334002,3128,Lufter Weg
strassennamen.fid--3213a59_187b3d87864_3e76,5334002,3129,Lufter Weid
strassennamen.fid--3213a59_187b3d87864_3e77,5334002,3130,Korneliusmarkt
strassennamen.fid--3213a59_187b3d87864_3e78,5334002,3131,Meischenfeld
strassennamen.fid--3213a59_187b3d87864_3e79,5334002,3132,Mühlenweg
strassennamen.fid--3213a59_187b3d87864_3e7a,5334002,3133,Münsterstraße
strassennamen.fid--3213a59_187b3d87864_3e7b,5334002,3135,Oberforstbacher Straße
strassennamen.fid--3213a59_187b3d87864_3e7c,5334002,3136,Promenade
strassennamen.fid--3213a59_187b3d87864_3e7d,5334002,3138,Schleckheimer Straße
strassennamen.fid--3213a59_187b3d87864_3e7e,5334002,3139,Schnepfenberg
strassennamen.fid--3213a59_187b3d87864_3e7f,5334002,3140,Schraungracht
strassennamen.fid--3213a59_187b3d87864_3e80,5334002,3141,Schulberg
strassennamen.fid--3213a59_187b3d87864_3e81,5334002,3142,Steinkaulplatz
strassennamen.fid--3213a59_187b3d87864_3e82,5334002,3143,Steinkaulweid
strassennamen.fid--3213a59_187b3d87864_3e83,5334002,3145,St. Gangolfsberg
strassennamen.fid--3213a59_187b3d87864_3e84,5334002,3147,Unter den Weiden
strassennamen.fid--3213a59_187b3d87864_3e85,5334002,3148,Venwegener Straße
strassennamen.fid--3213a59_187b3d87864_3e86,5334002,3149,Am Bahnhof
strassennamen.fid--3213a59_187b3d87864_3e87,5334002,3200,Aachener Straße
strassennamen.fid--3213a59_187b3d87864_3e88,5334002,3204,Am Schaafweg
strassennamen.fid--3213a59_187b3d87864_3e89,5334002,3205,Am Wackerpütz
strassennamen.fid--3213a59_187b3d87864_3e8a,5334002,3206,An der Höhe
strassennamen.fid--3213a59_187b3d87864_3e8b,5334002,3207,Vogelstangenweg
strassennamen.fid--3213a59_187b3d87864_3e8c,5334002,3208,Am Fassenhof
strassennamen.fid--3213a59_187b3d87864_3e8d,5334002,3209,Pingsheimstraße
strassennamen.fid--3213a59_187b3d87864_3e8e,5334002,3211,Florastraße
strassennamen.fid--3213a59_187b3d87864_3e8f,5334002,3212,Auf der Heide
strassennamen.fid--3213a59_187b3d87864_3e90,5334002,3213,Auf der Kier
strassennamen.fid--3213a59_187b3d87864_3e91,5334002,3214,Senkestraße
strassennamen.fid--3213a59_187b3d87864_3e92,5334002,3215,Bahnesweg
strassennamen.fid--3213a59_187b3d87864_3e93,5334002,3216,Vennbahnstraße
strassennamen.fid--3213a59_187b3d87864_3e94,5334002,3217,Kiefernweg
strassennamen.fid--3213a59_187b3d87864_3e95,5334002,3218,Bechheim
strassennamen.fid--3213a59_187b3d87864_3e96,5334002,3219,Bergfeld
strassennamen.fid--3213a59_187b3d87864_3e97,5334002,3220,Bierstrauch
strassennamen.fid--3213a59_187b3d87864_3e98,5334002,3223,Albert-Einstein-Straße
strassennamen.fid--3213a59_187b3d87864_3e99,5334002,3225,Friesenrather Weg
strassennamen.fid--3213a59_187b3d87864_3e9a,5334002,3226,Dorfstraße
strassennamen.fid--3213a59_187b3d87864_3e9b,5334002,3227,Ardennenstraße
strassennamen.fid--3213a59_187b3d87864_3e9c,5334002,3232,Nütheimer Straße
strassennamen.fid--3213a59_187b3d87864_3e9d,5334002,3234,Eichenheck
strassennamen.fid--3213a59_187b3d87864_3e9e,5334002,3235,Eisenhütte
strassennamen.fid--3213a59_187b3d87864_3e9f,5334002,3236,Falkenberg
strassennamen.fid--3213a59_187b3d87864_3ea0,5334002,3238,Frennetstraße
strassennamen.fid--3213a59_187b3d87864_3ea1,5334002,3239,Gracht
strassennamen.fid--3213a59_187b3d87864_3ea2,5334002,3240,Grünstraße
strassennamen.fid--3213a59_187b3d87864_3ea3,5334002,3241,Hahner Straße
strassennamen.fid--3213a59_187b3d87864_3ea4,5334002,3242,Hasbach
strassennamen.fid--3213a59_187b3d87864_3ea5,5334002,3243,Heidchen
strassennamen.fid--3213a59_187b3d87864_3ea6,5334002,3244,Heidchenberg
strassennamen.fid--3213a59_187b3d87864_3ea7,5334002,3245,Wacholderweg
strassennamen.fid--3213a59_187b3d87864_3ea8,5334002,3246,Iltisweg
strassennamen.fid--3213a59_187b3d87864_3ea9,5334002,3247,Hundertsweg
strassennamen.fid--3213a59_187b3d87864_3eaa,5334002,3248,Im Fuchsbau
strassennamen.fid--3213a59_187b3d87864_3eab,5334002,3249,Im Pützbend
strassennamen.fid--3213a59_187b3d87864_3eac,5334002,3250,Im Steinfeld
strassennamen.fid--3213a59_187b3d87864_3ead,5334002,3251,Im Winkel
strassennamen.fid--3213a59_187b3d87864_3eae,5334002,3252,In den Hehnen
strassennamen.fid--3213a59_187b3d87864_3eaf,5334002,3253,Hunsrückweg
strassennamen.fid--3213a59_187b3d87864_3eb0,5334002,3254,Vogesenstraße
strassennamen.fid--3213a59_187b3d87864_3eb1,5334002,3256,Kirchberg
strassennamen.fid--3213a59_187b3d87864_3eb2,5334002,3260,Knipp
strassennamen.fid--3213a59_187b3d87864_3eb3,5334002,3261,Königsmühlenweg
strassennamen.fid--3213a59_187b3d87864_3eb4,5334002,3262,Biberweg
strassennamen.fid--3213a59_187b3d87864_3eb5,5334002,3263,Kroitzheider Weg
strassennamen.fid--3213a59_187b3d87864_3eb6,5334002,3264,Maarweg
strassennamen.fid--3213a59_187b3d87864_3eb7,5334002,3265,Marderweg
strassennamen.fid--3213a59_187b3d87864_3eb8,5334002,3266,Werkstraße
strassennamen.fid--3213a59_187b3d87864_3eb9,5334002,3270,Mühle
strassennamen.fid--3213a59_187b3d87864_3eba,5334002,3271,Himmelsleiter
strassennamen.fid--3213a59_187b3d87864_3ebb,5334002,3273,Nerscheider Weg
strassennamen.fid--3213a59_187b3d87864_3ebc,5334002,3275,Nievelshecker Straße
strassennamen.fid--3213a59_187b3d87864_3ebd,5334002,3276,Pannekogweg
strassennamen.fid--3213a59_187b3d87864_3ebe,5334002,3277,Pastor-Franzen-Straße
strassennamen.fid--3213a59_187b3d87864_3ebf,5334002,3278,Pontsheide
strassennamen.fid--3213a59_187b3d87864_3ec0,5334002,3280,Josef-Büchel-Straße
strassennamen.fid--3213a59_187b3d87864_3ec1,5334002,3282,Hochhausring
strassennamen.fid--3213a59_187b3d87864_3ec2,5334002,3283,Ritscheider Weg
strassennamen.fid--3213a59_187b3d87864_3ec3,5334002,3284,Schwinningstraße
strassennamen.fid--3213a59_187b3d87864_3ec4,5334002,3285,Rotterdell
strassennamen.fid--3213a59_187b3d87864_3ec5,5334002,3286,Schieferstraße
strassennamen.fid--3213a59_187b3d87864_3ec6,5334002,3287,Schmithofer Straße
strassennamen.fid--3213a59_187b3d87864_3ec7,5334002,3288,Binsenweg
strassennamen.fid--3213a59_187b3d87864_3ec8,5334002,3289,Speerwinkel
strassennamen.fid--3213a59_187b3d87864_3ec9,5334002,3290,Föhrenweg
strassennamen.fid--3213a59_187b3d87864_3eca,5334002,3291,Wermutsbrunnstraße
strassennamen.fid--3213a59_187b3d87864_3ecb,5334002,3292,Tannenallee
strassennamen.fid--3213a59_187b3d87864_3ecc,5334002,3293,Schleidener Straße
strassennamen.fid--3213a59_187b3d87864_3ecd,5334002,3296,Zedernweg
strassennamen.fid--3213a59_187b3d87864_3ece,5334002,3297,Sinziger Weg
strassennamen.fid--3213a59_187b3d87864_3ecf,5334002,3298,Kitzenhausweg
strassennamen.fid--3213a59_187b3d87864_3ed0,5334002,3301,Buchenstraße
strassennamen.fid--3213a59_187b3d87864_3ed1,5334002,3303,Prämienstraße
strassennamen.fid--3213a59_187b3d87864_3ed2,5334002,3304,Sperberweg
strassennamen.fid--3213a59_187b3d87864_3ed3,5334002,3305,Hohlgradweg
strassennamen.fid--3213a59_187b3d87864_3ed4,5334002,3309,Montebourgstraße
strassennamen.fid--3213a59_187b3d87864_3ed5,5334002,3312,Zeisigweg
strassennamen.fid--3213a59_187b3d87864_3ed6,5334002,3313,Pirolweg
strassennamen.fid--3213a59_187b3d87864_3ed7,5334002,3314,Hundskaulweg
strassennamen.fid--3213a59_187b3d87864_3ed8,5334002,3315,Walheimer Straße
strassennamen.fid--3213a59_187b3d87864_3ed9,5334002,3317,Grüne Eiche
strassennamen.fid--3213a59_187b3d87864_3eda,5334002,3318,Kesselstraße
strassennamen.fid--3213a59_187b3d87864_3edb,5334002,3319,Kinkebahn
strassennamen.fid--3213a59_187b3d87864_3edc,5334002,3321,Raafstraße
strassennamen.fid--3213a59_187b3d87864_3edd,5334002,3322,Raerener Straße
strassennamen.fid--3213a59_187b3d87864_3ede,5334002,3323,Scheidstraße
strassennamen.fid--3213a59_187b3d87864_3edf,5334002,3324,Baumgartsweg
strassennamen.fid--3213a59_187b3d87864_3ee0,5334002,3325,Eisenhüttenweg
strassennamen.fid--3213a59_187b3d87864_3ee1,5334002,3327,Grenzweg
strassennamen.fid--3213a59_187b3d87864_3ee2,5334002,3328,Im Langfeld
strassennamen.fid--3213a59_187b3d87864_3ee3,5334002,3329,Magelspfad
strassennamen.fid--3213a59_187b3d87864_3ee4,5334002,3330,Marientalweg
strassennamen.fid--3213a59_187b3d87864_3ee5,5334002,3332,Pfeiferweg
strassennamen.fid--3213a59_187b3d87864_3ee6,5334002,3335,Schmithofer Weg
strassennamen.fid--3213a59_187b3d87864_3ee7,5334002,3336,Siefer Weg
strassennamen.fid--3213a59_187b3d87864_3ee8,5334002,3337,Triftweg
strassennamen.fid--3213a59_187b3d87864_3ee9,5334002,3338,Wilbankstraße
strassennamen.fid--3213a59_187b3d87864_3eea,5334002,3401,Kastanienweg
strassennamen.fid--3213a59_187b3d87864_3eeb,5334002,3402,Granitweg
strassennamen.fid--3213a59_187b3d87864_3eec,5334002,3403,Gringelstraße
strassennamen.fid--3213a59_187b3d87864_3eed,5334002,3404,Kitzeterweg
strassennamen.fid--3213a59_187b3d87864_3eee,5334002,3405,Kullenhofstraße
strassennamen.fid--3213a59_187b3d87864_3eef,5334002,3406,Steinbergweg
strassennamen.fid--3213a59_187b3d87864_3ef0,5334002,3407,Beckerstraße
strassennamen.fid--3213a59_187b3d87864_3ef1,5334002,3408,Charlottenburger Allee
strassennamen.fid--3213a59_187b3d87864_3ef2,5334002,3409,Neuköllner Straße
strassennamen.fid--3213a59_187b3d87864_3ef3,5334002,3410,Steinmühlenweg
strassennamen.fid--3213a59_187b3d87864_3ef4,5334002,3411,Messweg
strassennamen.fid--3213a59_187b3d87864_3ef5,5334002,3412,Worringerweg
strassennamen.fid--3213a59_187b3d87864_3ef6,5334002,3413,Sommerfeldstraße
strassennamen.fid--3213a59_187b3d87864_3ef7,5334002,3414,Wendlingweg
strassennamen.fid--3213a59_187b3d87864_3ef8,5334002,3415,Helmertweg
strassennamen.fid--3213a59_187b3d87864_3ef9,5334002,3417,Otto-Blumenthal-Straße
strassennamen.fid--3213a59_187b3d87864_3efa,5334002,3418,Mathieustraße
strassennamen.fid--3213a59_187b3d87864_3efb,5334002,3419,Steinbachstraße
strassennamen.fid--3213a59_187b3d87864_3efc,5334002,3420,Rabentalweg
strassennamen.fid--3213a59_187b3d87864_3efd,5334002,3421,Willkommsweg
strassennamen.fid--3213a59_187b3d87864_3efe,5334002,3422,Kelmesbergweg
strassennamen.fid--3213a59_187b3d87864_3eff,5334002,3423,Eicher Weg
strassennamen.fid--3213a59_187b3d87864_3f00,5334002,3424,Heussstraße
strassennamen.fid--3213a59_187b3d87864_3f01,5334002,3425,Forckenbeckstraße
strassennamen.fid--3213a59_187b3d87864_3f02,5334002,3426,Septfontainesweg
strassennamen.fid--3213a59_187b3d87864_3f03,5334002,3427,Schneebergweg
strassennamen.fid--3213a59_187b3d87864_3f04,5334002,3428,Kirchrather Straße
strassennamen.fid--3213a59_187b3d87864_3f05,5334002,3429,Langenbruchweg
strassennamen.fid--3213a59_187b3d87864_3f06,5334002,3430,Am Alten Bahndamm
strassennamen.fid--3213a59_187b3d87864_3f07,5334002,3431,Kleiberweg
strassennamen.fid--3213a59_187b3d87864_3f08,5334002,3432,Dinkermichsweg
strassennamen.fid--3213a59_187b3d87864_3f09,5334002,3433,Kackertstraße
strassennamen.fid--3213a59_187b3d87864_3f0a,5334002,3434,Rombachstraße
strassennamen.fid--3213a59_187b3d87864_3f0b,5334002,3435,Schagenstraße
strassennamen.fid--3213a59_187b3d87864_3f0c,5334002,3436,Wilhelm-Ziemons-Straße
strassennamen.fid--3213a59_187b3d87864_3f0d,5334002,3437,Lonweg
strassennamen.fid--3213a59_187b3d87864_3f0e,5334002,3438,Am Kleebach
strassennamen.fid--3213a59_187b3d87864_3f0f,5334002,3439,Eburonenwinkel
strassennamen.fid--3213a59_187b3d87864_3f10,5334002,3441,Dirgeltweg
strassennamen.fid--3213a59_187b3d87864_3f11,5334002,3443,Saurensgasse
strassennamen.fid--3213a59_187b3d87864_3f12,5334002,3444,Hufer Fußpfad
strassennamen.fid--3213a59_187b3d87864_3f13,5334002,3445,Kierstraß
strassennamen.fid--3213a59_187b3d87864_3f14,5334002,3446,Mameliser Mühlenweg
strassennamen.fid--3213a59_187b3d87864_3f15,5334002,3447,Auenrathweg
strassennamen.fid--3213a59_187b3d87864_3f16,5334002,3448,Dauffenbachstraße
